ID;Institution;academic_year;location;programme;study_mode;cohort;Would you like to give your institution any other feedback on the content and organisation of your course programme?;Would you like to give your institution any other feedback on the link with professional practice / professional careers?;Would you like to give your institution any other feedback on the teachers on your course programme?;Would you like to give your institution any other feedback on support/mentoring?;Would you like to give your institution any other feedback on examination and assessment?;Would you like to give your institution any other feedback on engagement and contact?;Would you like to give your institution any other feedback on studying under special circumstances?
50;1;2026/27;Tilburg;HBO-ICT;Full-time;Second-year;Het is frustrerend dat we vaak moeten wachten op de verplichte online hand-outs.;Het zou waardevol zijn om de diverse werkvormen in de industrie te zien via een aantal extra excursies.;Ik weet niet wat ik moet geloven, de tips van de docent gaan tegen de dept. regels in.;Het zou helpen als meer docenten de nuances van verschillende culturen begrijpen.;We ask for a definite policy regarding the maximum waiting time for assessment outcomes.;Kunt u het aantal contactpersonen per cursus vergroten? Het is te overweldigend soms.;De flexibiliteit van de cursusplanning is echt cruciaal om mijn zorgverantwoordelijkheden te managen.
51;1;2026/27;Den Bosh;Software Engineering;Full-time;Third-year;The group discussions are excellent, making the complex material much easier to grasp overall.;Het zou geweldig zijn met verplichte praktijkdagen of shadowing programma's al tijdens de studie.;De interactie was minimaal, en het leek meer een verplichte, ingevulde cursus dan een echte les.;Ik zou graag zien dat mentoren meer flexibele afspraken konden maken.;De examenvragen vereisten meer context om echt goed te kunnen beantwoorden.;"I really appreciate the proactive emails regarding the syllabus adjustments; it was very helpful.";Ik zou graag meer ruimte willen voor diepere verkenning van specifieke onderwerpen.
52;2;2026/27;Venlo;Cyber Security;Full-time;Fourth-year;Het zou veel nuttiger zijn als we meer praktijksessies zouden krijgen, de theorie alleen volstaat niet.;Could the institution collaborate with industry bodies to streamline certification recognition?;De structuur van de mentorbegeleiding heeft veel potentie, maar vereist professionelere begeleiding.;Ik waardeerde de complimenten over mijn werk enorm, het gaf me een extra boost.;Generally fair, but some grading felt arbitrary compared to the exam performance.;Meer reactiviteit van de assistenten zou de leerervaring aanzienlijk verbeteren, echt.;It would be greatly helpful to know the application process for emergency funding.
53;2;2026/27;Eindhoven;Artificial Intelligence;Full-time;First-year;De quizplatformen werken vaak slecht, wat het leren heel erg frustrerend maakt.;More focus on agile development practices would make the connection to the tech industry much more relevant.;The focus seems heavily weighted towards theory, neglecting the hands-on skill development we require.;Ik hoop dat jullie meer workshops over stressmanagement aanbieden, dat zou helpen.;Verander de focus van memorisatie naar uitgebreide projectmatig werken, alstublieft.;Het contact met docenten buiten collegeuren zou de leerervaring veel persoonlijker maken.;Het personeel reageerde met veel begrip en was altijd bereid om alternatieve oplossingen te zoeken.
54;1;2026/27;Tilburg;ICT & Business;Part-time;Second-year;We zouden meer structuur willen zien in de feedback, het is nu vaak te vaag.;Could the coursework incorporate more real-world data from actual industry partners?;Ik zou graag meer persoonlijke sessies willen in plaats van deze grootschalige presentaties.;Ik zou meer sessies over specifieke sectorvaardigheden, zoals data-analyse, willen volgen.;We zouden enorm profiteren van een snellere en transparante publicatie van de examencijfers.;Ik zou graag meer gevarieerde interactieve quizzen zien die onze kennis direct testen tijdens de sessies.;De counselors waren behulpzaam, maar ik zou meer gepersonaliseerde planningssessies willen over studiemogelijkheden.
55;1;2026/27;Den Bosh;HBO-ICT;Full-time;Third-year;The quality of instruction makes me feel genuinely prepared for the demanding professional world.;We really need more guidance on professional communication, especially via email and formal report writing.;De studentenmentoren zijn een pluspunt, maar de kwaliteit wisselt enorm.;It would be great if there was a rotating pool of mentors so the load isn't always on the same people.;A balance between comprehensive exams and ongoing assignments would really improve the learning process.;I wish the teaching staff were more readily available for quick consultation outside of class time.;De lift in het studentenhuis is soms kapot, wat het moeilijk maakt voor mensen met mobiliteitsproblemen.
56;1;2026/27;Venlo;Software Engineering;Full-time;Fourth-year;It would be greatly appreciated if the course acknowledged diverse sexual orientations more openly.;Ik zou echt meer sitebezoeken willen om te zien hoe de industrie in het echt werkt.;Ik denk dat er een manuele back-up optie zou helpen bij de boekingsproblemen.;Mijn mentor gaf duidelijke stappen om mijn carrièredoelen te bereiken, wat super was.;De vragen waren vaak te vaag, ik had meer duidelijke instructies nodig over de scope.;De communicatie over de opzet van het examen was traag en onduidelijk, meer anticipatie is gewenst.;Ik merk dat de huidige processen te complex zijn om snel een aanpassing te krijgen.
57;1;2026/27;Eindhoven;Cyber Security;Full-time;First-year;De docent spreekt zo snel dat ik moeite heb om alle informatie goed bij te houden.;It would be great to have more industry guests sharing real-world career insights with us.;Could you stabilize the mentor pool? We're already struggling with the curriculum itself.;De kans om van oudere studenten te leren was onbetaalbaar, echt goede initiatief.;De toetsing lijkt soms af te wijken van de primaire leerdoelen die in de syllabus staan.;Het zou fijn zijn als docenten sneller reageren op e-mails, vooral voor dringende vragen.;Het zou fijn zijn als er meer duidelijke bewegwijzering naar de aangepaste klaslokalen was.
58;1;2026/27;Tilburg;Artificial Intelligence;Full-time;Second-year;Could the curriculum incorporate more voices from non-Western scholars for a better global view?;I feel like the current resources are a bit outdated compared to what employers expect.;We hebben echt meer gepersonaliseerde aandacht nodig om het materiaal volledig te beheersen.;Zou het kunnen dat we vaker korte check-ins doen in plaats van één grote sessie?;The grading criteria were clear, making the assessment process feel quite fair overall.;Ik word te vaak verrast door laatste-minuut wijzigingen, wat zeer onprofessioneel voelt.;Het zou waardevol zijn om een grotere groep studenten in de counseling te laten zien.
59;1;2026/27;Den Bosh;ICT & Business;Full-time;Third-year;I feel like reaching the instructors is nearly impossible unless you show up at random times.;Ik zou graag workshops volgen over het presenteren van onderzoeksresultaten in een zakelijke setting.;Zou de docent wat meer enthousiasme kunnen tonen, het was wat vlak.;Could the office provide a dedicated scheduling system to make it easier?;The assessment process was fair, yet some students felt the final score was arbitrary.;We could really use more opportunities for cross-cohort social interaction and shared activities.;Meer flexibiliteit in het inleveren van assignments zou de stress enorm verminderen voor alle studenten.
60;2;2026/27;Venlo;HBO-ICT;Full-time;Fourth-year;The commitment to high academic standards is genuinely commendable and helpful for us.;Meer aandacht voor het geven van duidelijke, zakelijke presentaties zou mijn CV flink opwaarderen.;Het is moeilijk om te studeren als de antwoorden na weken komen, dit is een groot probleem.;I appreciate the detailed advice regarding elective courses and potential research tracks.;Sommige assessments waren eerlijk, maar de mix van beoordelingsmethoden verwarrend.;Graag een duidelijker overzicht van de veranderingen in de locatie, zodat we ons niet verliezen.;Het zou nuttig zijn om vroege aankondigingen te doen over mogelijke wijzigingen in examenschema's.
61;2;2026/27;Eindhoven;Software Engineering;Full-time;First-year;De docenten lijken erg overbelast, waardoor feedback moeilijk te krijgen is.;Het zou een cursus over salarisonderhandeling en carrièredoelen na studie nuttig zijn.;Er is behoefte aan een dedicated online helpdesk die technische en emotionele ondersteuning biedt.;Het zou helpen als er duidelijke mijlpaal-doelen zijn voor elk vak.;Ik waardeer de coursework, maar de opeenstapeling van grote examens voelt overweldigend.;Perhaps dedicating some time solely to Q&A sessions would help us clarify complex topics.;It would be great if all readings were also available in an audio format for better accessibility.
62;1;2026/27;Tilburg;Cyber Security;Full-time;Second-year;Het is moeilijk om alle modules te combineren met zo'n zware werklast. (It is difficult to combine all modules with such a heavy workload.);De link met het werkveld zou sterker zijn als we meer praktijkervaring konden opdoen in een echte bedrijfssetting.;Het is moeilijk om feedback te geven, maar de structuur van de lessen leek te veranderen te vaak.;Ik vond de peer mentoring superhandig, het was een geweldige manier om te leren van elkaar.;"Het was lastig te begrijpen wat de precieze focus moest zijn; de opdracht was te breed.";De bereikbaarheid van de docenten buiten de lesuren is essentieel voor goede ondersteuning.;More understanding regarding family emergencies would significantly reduce my academic stress level.
63;1;2026/27;Den Bosh;Artificial Intelligence;Part-time;Third-year;They rarely seem available for quick questions, making self-study feel isolating.;I appreciate the talks, but perhaps increasing the frequency would be beneficial.;I wish the instructors could dedicate more focused time to addressing our unique struggles.;Ik hoop echt op meer geplande contactmomenten, de inconsistentie is lastig.;Het zou beter zijn als de examens directer aansluiten op de stof die we echt bespraken.;Could you clarify if Student Services handles degree transcripts or only basic advising?;De hellingen naar de bibliotheek zijn te steil en moeilijk te gebruiken met een rolstoel.
64;2;2026/27;Venlo;ICT & Business;Full-time;Fourth-year;Zelfs simpele vragen blijven dagen hangen zonder duidelijke reactie.;Het zou helpen als er duidelijker was hoe deze certificaten gekoppeld zijn aan de loopbaanpaden.;De begeleiding van de student mentoren was prima, maar een beetje meer structuur zou goed zijn.;Het zou helpen als er meer gesprekken waren over hoe we verschillende culturele perspectieven kunnen samenbrengen.;We zouden meer feedback op het leerproces zelf waarderen, niet alleen op het eindresultaat.;Een duidelijke, vaste communicatielijn voor alle belangrijke veranderingen zou fantastisch zijn.;Could you please ensure that all required video content is offered with at least two different caption formats?
